Date,ROWL.JLR1_LEVEL.F_CV,ROWL.JLR2_LEVEL.F_CV,ROWL.LHHW_LM_LEVEL.F_CV,ROWL.LHHW_LY_LEVEL.F_CV,ROWL.LHHW_R9_LEVEL.F_CV,ROWL.NOGALESLS_LEVEL.F_CV,ROWL.RS01_LEVEL.F_CV,ROWL.RS02_LEVEL.F_CV,ROWL.RS03_LEVEL.F_CV,ROWL.RS04_LEVEL.F_CV,ROWL.RS05_LEVEL.F_CV,ROWL.RS06_LEVEL.F_CV,ROWL.RS07_LEVEL.F_CV,ROWL.RS08_LEVEL.F_CV,ROWL.RS10_LEVEL.F_CV,ROWL.RS11_LEVEL.F_CV,ROWL.RS12_LEVEL.F_CV,ROWL.RS13_LEVEL.F_CV,ROWL.RS14_LEVEL.F_CV,ROWL.RS15_LEVEL.F_CV,ROWL.RS16_LEVEL.F_CV,ROWL.RS2A_TANK_LEVEL.F_CV,ROWL.RS9_LEVEL.F_CV,ROWL.WELL1_LEVEL.F_CV,ROWL.WELL1WW_LEVEL.F_CV
5/15/22 0:50,24.01600075,24.09199905,0,0,0,4.609687805,18.38301468,20.52400017,3.94537282,15.31000042,18.37002373,15.81599998,15.58861637,16.85572624,13.71800041,23.04800034,25.90615654,13.93820095,13.1374073,13.66466427,20.40399933,23.44874954,-0.497999996,-6.25,6.27494812
5/15/22 0:55,23.97999954,24.05999947,0,0,0,4.608437538,18.40899467,20.54199982,3.94537282,15.30799961,18.38517952,15.8760004,15.57640934,16.8410778,13.71000004,23.04800034,25.90127373,13.94064236,13.12520027,13.65825558,20.41600037,23.34312439,-0.495999992,-6.25,6.27494812
5/15/22 1:00,23.95000076,24.02799988,0,0,0,4.607500076,18.43064308,20.55800056,3.942931175,15.30000019,18.41115952,15.95199966,15.56420231,16.82398796,13.70600033,23.04999924,25.89394951,13.93575954,13.12031746,13.64671993,20.4260006,23.23749924,-0.495999992,-6.25,6.280716419
5/15/22 1:05,23.91399956,23.99200058,0,0,0,4.603750229,18.45878983,20.56999969,3.94537282,15.28999996,18.43930435,16.02599907,15.54955387,16.80689621,13.69999981,23.05800056,25.8890667,13.93820095,13.10078621,13.63262081,20.43799973,23.11562538,-0.495999992,-6.25,6.27494812
5/15/22 1:10,23.87999916,23.9640007,0,0,0,4.581874847,18.48693466,20.59199905,3.947814226,15.28600025,18.46528435,16.09000015,15.53978825,16.78492355,13.69400024,23.06399918,25.87441826,13.93820095,13.09346104,13.61595726,20.44599915,22.99374962,-0.495999992,-6.25,6.26629591
5/15/22 1:15,23.84799957,23.93000031,0,0,0,4.579062462,18.5150795,20.61199951,3.947814226,15.27600002,18.47827339,16.18000031,15.52513885,16.76783371,13.68400002,23.0739994,25.86709404,13.93820095,13.08369541,13.6005764,20.45999908,22.90437508,-0.497999996,-6.25,6.27494812
5/15/22 1:20,23.81399918,23.89599991,0,0,0,4.599062443,18.53672981,20.62999916,3.94537282,15.26799965,18.52373886,16.25600052,15.51049042,16.75318527,13.68200016,23.08399963,25.85976982,13.93575954,13.07392979,13.58775902,20.47599983,22.79062462,-0.497999996,-6.25,6.27494812
5/15/22 1:25,23.78199959,23.86000061,0,0,0,4.607500076,18.56487465,20.64999962,3.94537282,15.26799965,18.53456497,16.34600067,15.50072479,16.73609543,13.67399979,23.09199905,25.8500042,13.93331814,13.06904697,13.57750511,20.48600006,22.66062546,-0.495999992,-6.25,6.280716419
5/15/22 1:30,23.74399948,23.83399963,0,0,0,4.576562881,18.59951401,20.67000008,3.942931175,15.26799965,18.57136917,16.4279995,15.49095917,16.71656418,13.67399979,23.09799957,25.84023857,13.93087673,13.05683994,13.5736599,20.50200081,22.55500031,-0.495999992,-6.25,6.277832508
5/15/22 1:35,23.7159996,23.79800034,0,0,0,4.588749886,18.62766075,20.69400024,3.942931175,15.27000046,18.59085464,16.50600052,15.48363495,16.69703293,13.66600037,23.10199928,25.83535576,13.92843533,13.03730869,13.56853294,20.51399994,22.43312454,-0.495999992,-6.25,6.269180298
5/15/22 1:40,23.68600082,23.76799965,0,0,0,4.608437538,18.66013527,20.70800018,3.942931175,15.27000046,18.63632011,16.59000015,15.46898651,16.67749977,13.66399956,23.1079998,25.82803154,13.93087673,13.03486729,13.56340599,20.52599907,22.30312347,-0.495999992,-6.25,6.27494812
5/15/22 1:45,23.65399933,23.73600006,0,0,0,4.587812424,18.69260979,20.73600006,3.947814226,15.26399994,18.65364075,16.68400002,15.45921993,16.66529274,13.65799999,23.11400032,25.82559013,13.93087673,13.02998352,13.55827904,20.54599953,22.15687561,-0.495999992,-6.25,6.269180298
5/15/22 1:50,23.62000084,23.70199966,0,0,0,4.085000038,18.72075462,20.76000023,3.942931175,15.26399994,18.69910431,16.75799942,15.45189571,16.6506443,13.65799999,23.12000084,25.82314873,13.93820095,13.0202179,13.54802513,20.55599976,21.94562531,-0.495999992,-6.25,6.26629591
5/15/22 1:55,23.59199905,23.67200089,0,0,0,4.606249809,18.75322914,20.7840004,3.942931175,15.26399994,18.71642494,16.84799957,15.44213009,16.64087868,13.65999985,23.12800026,25.8133831,13.94308376,13.01045227,13.5403347,20.5720005,21.70999908,-0.497999996,-6.25,6.269180298
5/15/22 2:00,23.55800056,23.6439991,0,0,0,4.604687214,18.78570557,20.80800056,3.94537282,15.26399994,18.74673462,16.94000053,15.42992306,16.63355446,13.65200043,23.13599968,25.81093979,13.94064236,13.00801086,13.53392601,20.58399963,21.47437477,-0.497999996,-6.25,6.27494812
5/15/22 2:05,23.52599907,23.61199951,0,0,0,4.574687481,18.8138485,20.83200073,3.947814226,15.26399994,18.77271271,17.03000069,15.42015743,16.61402321,13.65200043,23.13999939,25.80605698,13.94064236,13.00312805,13.52623558,20.6079998,21.25499916,-0.495999992,-6.25,6.27494812
5/15/22 2:10,23.49600029,23.57999992,0,0,0,4.586874962,18.84848976,20.85400009,3.94537282,15.27400017,18.80951881,17.12199974,15.41039181,16.59693336,13.64599991,23.13999939,25.80117416,13.94308376,12.99336243,13.51726341,20.61800003,21.00312614,-0.495999992,-6.25,6.27494812
5/15/22 2:15,23.4640007,23.54999924,0,0,0,4.482187748,18.88529396,20.87999916,3.942931175,15.28199959,18.83333588,17.20599937,15.39818382,16.57496071,13.64400005,23.13999939,25.79873276,13.94064236,12.9811554,13.51213646,20.63800049,20.76749992,-0.495999992,-6.25,6.27494812
5/15/22 2:20,23.43000031,23.51600075,0,0,0,4.575312614,18.91777039,20.90600014,3.942931175,15.28600025,18.85714912,17.29599953,15.3908596,16.55542755,13.6420002,23.13999939,25.79384995,13.94064236,12.97871399,13.50572777,20.65600014,20.55624962,-0.497999996,-6.25,6.272064209
5/15/22 2:25,23.3939991,23.48600006,0,0,0,4.595000267,18.9502449,20.93000031,3.94537282,15.29399967,18.90261459,17.37800026,15.37621117,16.53833771,13.63799953,23.13800049,25.78652573,13.93820095,12.96894836,13.49931908,20.66600037,20.28000069,-0.495999992,-6.25,6.277832508
5/15/22 2:30,23.36599922,23.45599937,0,0,0,4.607500076,18.98488426,20.95199966,3.942931175,15.30200005,18.9394207,17.46199989,15.36644554,16.52124786,13.63799953,23.13999939,25.77920151,13.93575954,12.95918179,13.49034691,20.68000031,20.05249977,-0.495999992,-6.25,6.277832508
5/15/22 2:35,23.33600044,23.42200089,0,0,0,4.599375248,19.02169037,20.98200035,3.942931175,15.3039999,18.98055458,17.55200005,15.35423851,16.50415802,13.63599968,23.1439991,25.77920151,13.93575954,12.94941616,13.480093,20.70000076,19.78437424,-0.495999992,-6.25,6.27494812
5/15/22 2:40,23.30200005,23.38800049,0,0,0,4.590312481,19.0498333,21.00200081,3.94537282,15.31200027,19.01086426,17.66200066,15.33958912,16.49927521,13.63599968,23.14800072,25.77187729,13.94308376,12.93965054,13.47368431,20.7140007,19.56500053,-0.495999992,-6.25,6.277832508
5/15/22 2:45,23.27000046,23.3560009,0,0,0,4.600937366,19.07798004,21.01399994,3.942931175,15.32199955,19.03900909,17.72599983,15.3322649,16.49195099,13.63399982,23.14800072,25.76699448,13.94552517,12.93232632,13.46214867,20.72200012,19.28874969,-0.497999996,-6.25,6.280716419
5/15/22 2:50,23.23600006,23.3239994,0,0,0,4.607187271,19.1126194,21.04599953,3.94537282,15.32400036,19.07148552,17.83600044,15.32738209,16.48218536,13.63599968,23.15200043,25.76211166,13.94552517,12.92988491,13.46086693,20.74399948,19.04500008,-0.495999992,-6.25,6.269180298
5/15/22 2:55,23.20800018,23.29599953,0,0,0,4.574062347,19.14725876,21.0720005,3.942931175,15.32999992,19.09529877,17.91200066,15.31517506,16.47730255,13.64000034,23.15800095,25.75722885,13.95040798,12.9250021,13.45573997,20.76000023,18.79312515,-0.495999992,-6.25,6.272064209
5/15/22 3:00,23.17399979,23.26399994,0,0,0,4.603750229,19.17973518,21.09000015,3.94537282,15.34000015,19.13643456,17.97400093,15.31029224,16.47486115,13.63799953,23.16600037,25.75722885,13.95529079,12.91279507,13.45061302,20.78000069,18.53312492,-0.495999992,-6.25,6.27494812
5/15/22 3:05,23.14599991,23.23200035,0,0,0,4.576250076,19.20571518,21.11000061,3.94537282,15.34200001,19.15808487,18.06800079,15.30296803,16.46753693,13.64000034,23.17399979,25.75234604,13.96261501,12.89814568,13.44420433,20.79199982,18.27312469,-0.495999992,-6.25,6.26629591
5/15/22 3:10,23.11800003,23.20199966,0,0,0,4.584062576,19.23602486,21.13400078,3.947814226,15.33399963,19.19272423,18.14999962,15.2932024,16.46021271,13.63799953,23.18000031,25.74990463,13.96261501,12.89082146,13.43395042,20.81200027,18.04562378,-0.495999992,-6.25,6.27494812
5/15/22 3:15,23.08600044,23.16600037,0,0,0,4.605000019,19.26633453,21.14999962,3.942931175,15.32600021,19.2381897,18.24399948,15.28587818,16.4553299,13.64000034,23.19199944,25.74746323,13.96261501,12.87617302,13.42625999,20.82799911,17.80187416,-0.495999992,-6.25,6.27494812
5/15/22 3:20,23.05400085,23.13599968,0,0,0,4.603124619,19.30314064,21.16799927,3.94537282,15.31599998,19.25984001,18.3239994,15.27855301,16.45288849,13.64000034,23.20400047,25.74258041,13.96261501,12.86640739,13.41856956,20.84199905,17.52562523,-0.497999996,-6.25,6.269180298
5/15/22 3:25,23.02799988,23.1060009,0,0,0,4.574062347,19.33345032,21.19400024,3.94537282,15.30200005,19.29664421,18.41399956,15.27122879,16.44068146,13.64000034,23.21199989,25.74258041,13.9577322,12.85908318,13.4095974,20.86400032,17.29000092,-0.497999996,-6.25,6.27494812
5/15/22 3:30,22.99600029,23.0739994,0,0,0,4.580625057,19.36808968,21.2159996,3.94537282,15.30200005,19.31612968,18.48200035,15.26146317,16.43091393,13.63599968,23.22599983,25.74013901,13.95529079,12.85420036,13.39806175,20.87199974,17.02187538,-0.495999992,-6.25,6.27494812
5/15/22 3:35,22.95400047,23.04199982,0,0,0,4.60812521,19.39623451,21.23600006,3.942931175,15.29399967,19.35509872,18.56999969,15.25169754,16.4211483,13.63000011,23.23999977,25.7376976,13.95284939,12.84199238,13.3929348,20.89800072,16.79437447,-0.497999996,-6.25,6.269180298
5/15/22 3:40,22.9279995,23.01000023,0,0,0,4.604062557,19.42654419,21.25799942,3.942931175,15.28600025,19.38541031,18.65399933,15.24681473,16.41138268,13.63000011,23.25399971,25.7376976,13.94552517,12.83710957,13.38780785,20.91399956,16.52624893,-0.495999992,-6.25,6.26629591
5/15/22 3:45,22.89599991,22.98200035,0,0,0,4.583125114,19.46767807,21.2840004,3.94537282,15.27600002,19.42221451,18.73999977,15.24193192,16.39917564,13.6239996,23.26600075,25.7352562,13.93820095,12.82490253,13.38011742,20.93199921,16.26625061,-0.497999996,-6.25,6.272064209
5/15/22 3:50,22.86199951,22.94599915,0,0,0,4.592187405,19.50232124,21.30999947,3.942931175,15.26599979,19.45035934,18.80599976,15.23216629,16.38696861,13.61800003,23.28000069,25.73281479,13.93087673,12.82001972,13.3762722,20.95400047,16.046875,-0.497999996,-6.25,6.27494812
5/15/22 3:55,22.83600044,22.91600037,0,0,0,4.590000153,19.53912354,21.33200073,3.94537282,15.25,19.49149513,18.89999962,15.22484207,16.37720299,13.61400032,23.29000092,25.72793198,13.92599392,12.8126955,13.37242603,20.96999931,15.84375,-0.495999992,-6.25,6.28360033
5/15/22 4:00,22.80400085,22.88400078,0,0,0,4.579999924,19.57159996,21.35199928,3.94537282,15.23400021,19.51963997,18.99799919,15.21263409,16.36743736,13.60999966,23.30599976,25.72549057,13.92355251,12.80292988,13.36601734,20.98600006,15.64875031,-0.497999996,-6.25,6.27494812
5/15/22 4:05,22.76799965,22.85199928,0,0,0,4.578125,19.60190964,21.37199974,3.942931175,15.21399975,19.56510353,19.06399918,15.20042706,16.35523033,13.6079998,23.31999969,25.72549057,13.91622829,12.78584003,13.35832691,21.01199913,15.46187496,-0.495999992,-6.25,6.272064209
5/15/22 4:10,22.73600006,22.81999969,0,0,0,4.604687214,19.63438606,21.3939991,3.94537282,15.19799995,19.59757996,19.15200043,15.18333721,16.34790611,13.59799957,23.33600044,25.71816635,13.90402031,12.76874924,13.34679127,21.02599907,15.29937553,-0.495999992,-6.25,6.280716419
5/15/22 4:15,22.70599937,22.79000092,0,0,0,4.570625305,19.66252899,21.41799927,3.94537282,15.17599964,19.62572289,19.22800064,15.16868877,16.33569908,13.59200001,23.35199928,25.71328354,13.89669609,12.75654221,13.33910084,21.04999924,15.12874985,-0.495999992,-6.25,6.277832508
5/15/22 4:20,22.67200089,22.76199913,0,0,0,4.603437424,19.69716835,21.42200089,3.942931175,15.17000008,19.65170479,19.3220005,15.15159798,16.32105064,13.5880003,23.36800003,25.71328354,13.89425468,12.74189377,13.33012867,21.05400085,15.03125,-0.497999996,-6.25,6.28360033
5/15/22 4:25,22.6439991,22.73200035,0,0,0,4.570625305,19.72964478,21.45999908,3.942931175,15.15999985,19.67984962,19.40200043,15.13450813,16.30151749,13.58199978,23.37999916,25.71084213,13.88448906,12.74189377,13.32243824,21.08399963,14.86875057,-0.495999992,-6.25,6.27494812
5/15/22 4:30,22.61599922,22.70199966,0,0,0,4.604062557,19.75778961,21.47800064,3.942931175,15.15200043,19.71881866,19.48399925,15.1198597,16.27710342,13.57199955,23.3939991,25.70595932,13.87960625,12.73212814,13.31731129,21.09799957,14.74687576,-0.497999996,-6.25,6.27494812
5/15/22 4:35,22.58399963,22.67200089,0,0,0,4.591562271,19.79243088,21.49799919,3.94537282,15.14400005,19.74479866,19.56800079,15.10521126,16.25513077,13.57199955,23.40800095,25.70351791,13.87472343,12.72236252,13.30193043,21.12000084,14.63312531,-0.495999992,-6.25,6.27494812
5/15/22 4:40,22.55400085,22.6420002,0,0,0,4.604062557,19.82274055,21.52000046,3.942931175,15.1420002,19.78160477,19.63599968,15.08812046,16.24292374,13.56599998,23.42200089,25.70107651,13.86495781,12.71747875,13.29552174,21.13599968,14.5112505,-0.497999996,-6.25,6.280716419
5/15/22 4:45,22.52000046,22.61199951,0,0,0,4.577499866,19.85521317,21.54000092,3.94537282,15.13599968,19.81408119,19.71999931,15.06858921,16.23071671,13.56400013,23.43799973,25.6986351,13.86495781,12.71015453,13.28014088,21.15399933,14.421875,-0.495999992,-6.25,6.27494812
5/15/22 4:50,22.49200058,22.58200073,0,0,0,4.598124981,19.88335991,21.55400085,3.94537282,15.13799953,19.8465538,19.79400063,15.05882359,16.21850967,13.55599976,23.45199966,25.6961937,13.85763359,12.68818188,13.26476002,21.16799927,14.29187489,-0.495999992,-6.25,6.27494812
5/15/22 4:55,22.4659996,22.55400085,0,0,0,4.597187519,19.92016602,21.57999992,3.942931175,15.13799953,19.88552475,19.88999939,15.04417515,16.20874405,13.5539999,23.4659996,25.6961937,13.84786797,12.67597485,13.25322437,21.19000053,14.18625069,-0.495999992,-6.25,6.26629591
5/15/22 5:00,22.43400002,22.52000046,0,0,0,4.60812521,19.95263863,21.59799957,3.94537282,15.14000034,19.91150284,19.95599937,15.02464294,16.19409561,13.55000019,23.48200035,25.69131088,13.84054279,12.67353344,13.23143482,21.20599937,14.11312485,-0.497999996,-6.25,6.27494812
5/15/22 5:05,22.40200043,22.49399948,0,0,0,4.579687595,19.9829483,21.62400055,3.94537282,15.12199974,19.94397926,20.0340004,15.00511169,16.17700386,13.53999996,23.49200058,25.68642616,13.82589436,12.66376781,13.20708179,21.22999954,13.97500038,-0.495999992,-6.25,6.280716419
5/15/22 5:10,22.36800003,22.45599937,0,0,0,4.574374676,20.01542473,21.65200043,3.942931175,15.07800007,19.97645569,20.07999992,14.96848965,16.15747261,13.52799988,23.50600052,25.66933632,13.80148029,12.6417942,13.1737566,21.24600029,13.90999985,-0.495999992,-6.25,6.269180298
5/15/22 5:15,22.34199905,22.4279995,0,0,0,4.599062443,20.06521797,21.68600082,3.94537282,15.04399967,20.00459862,20.14599991,14.92942715,16.12573433,13.51399994,23.48800087,25.65468788,13.77706528,12.63202858,13.13658619,21.27000046,13.84500027,-0.495999992,-6.25,6.26629591
5/15/22 5:20,22.31200027,22.39800072,0,0,0,4.579375267,20.11285019,21.70400047,3.942931175,15.01399994,20.04140472,20.19799995,14.90257072,16.10132027,13.50599957,23.47599983,25.64003944,13.75997543,12.61738014,13.10454178,21.28199959,13.76375008,-0.493999988,-6.25,6.27494812
5/15/22 5:25,22.2840004,22.37000084,0,0,0,4.587812424,20.15831375,21.75,3.942931175,14.98400021,20.09119987,20.22800064,14.87571526,16.0744648,13.5,23.45999908,25.63027382,13.74044418,12.60761452,13.06865311,21.30800056,13.69062424,-0.495999992,-6.25,6.27494812
5/15/22 5:30,22.25,22.33399963,0,0,0,4.60812521,20.19511986,21.7840004,3.94537282,14.95199966,20.11501503,20.27400017,14.84885979,16.04516602,13.48600006,23.45000076,25.62050819,13.71602917,12.59052372,13.04301834,21.32600021,13.62562561,-0.495999992,-6.25,6.269180298
5/15/22 5:35,22.21800041,22.30599976,0,0,0,4.595937252,20.24491501,21.81599998,3.942931175,14.91600037,20.16913986,20.31800079,14.82932758,16.01831055,13.4659996,23.44000053,25.60097694,13.6916151,12.56366825,13.00841141,21.3560009,13.53625011,-0.495999992,-6.25,6.27494812
5/15/22 5:40,22.19000053,22.27199936,0,0,0,4.599687576,20.28604889,21.84000015,3.942931175,14.88199997,20.20377922,20.36599922,14.80247211,15.9987793,13.4460001,23.4279995,25.5838871,13.66475964,12.54169559,12.97764969,21.36000061,13.50374985,-0.495999992,-6.25,6.27494812
5/15/22 5:45,22.15800095,22.24200058,0,0,0,4.581874847,20.3336792,21.88199997,3.942931175,14.84000015,20.25357437,20.4260006,14.7780571,15.97924805,13.43200016,23.42000008,25.56679726,13.6330204,12.53192997,12.95201492,21.39800072,13.44687462,-0.495999992,-6.25,6.269180298
5/15/22 5:50,22.12599945,22.21199989,0,0,0,4.603750229,20.37265015,21.91399956,3.94537282,14.79800034,20.27522469,20.46199989,14.75364304,15.96459866,13.41399956,23.40999985,25.55214691,13.61104774,12.50751495,12.93150711,21.42000008,13.38187504,-0.495999992,-6.25,6.27494812
5/15/22 5:55,22.09399986,22.18000031,0,0,0,4.578125,20.40945435,21.95199966,3.94537282,14.77200031,20.32718468,20.52400017,14.73167038,15.94995022,13.39799976,23.39599991,25.53993988,13.59884071,12.49286652,12.90715408,21.44799995,13.33312511,-0.495999992,-6.25,6.27494812
5/15/22 6:00,22.05999947,22.14999962,0,0,0,4.607812405,20.45491982,21.97400093,3.942931175,14.74600029,20.3596611,20.56200027,14.70237255,15.93530178,13.38399982,23.38400078,,13.59639931,12.47089386,12.88792801,21.45599937,13.25187492,-0.495999992,-6.25,6.26629591
5/15/22 6:05,22.03199959,22.11800003,0,0,0,4.574374676,20.49172592,22.00399971,3.942931175,14.71199989,20.40512466,20.60400009,14.67795849,15.91821194,13.37199974,23.37400055,25.50087738,13.58174992,12.43183041,12.86101055,21.48600006,13.21937466,-0.495999992,-6.25,6.28360033
5/15/22 6:10,21.99600029,22.09000015,0,0,0,4.598124981,20.5220356,22.02400017,3.942931175,14.67800045,20.45059013,20.66200066,14.65110207,15.90112114,13.35200024,23.36400032,25.4691391,13.55977726,12.39276695,12.82512188,21.50399971,13.16250038,-0.495999992,-6.25,6.277832508
5/15/22 6:15,21.96800041,22.05999947,0,0,0,4.604062557,20.55451012,22.04800034,3.94537282,14.64599991,20.49822044,20.69599915,14.626688,15.88158989,13.33399963,23.35400009,25.44228363,13.5353632,12.36102867,12.79820538,21.52400017,13.08125019,-0.495999992,-6.25,6.28360033
5/15/22 6:20,21.93799973,22.02599907,0,0,0,4.603437424,20.58914948,22.07600021,3.942931175,14.61999989,20.5220356,20.73800087,14.59739113,15.87426567,13.32199955,23.34000015,25.43007469,13.51094818,12.32684803,12.7623167,21.55200005,13.00812435,-0.495999992,-6.25,6.27494812
5/15/22 6:25,21.91600037,21.99600029,0,0,0,4.596875191,20.63028526,22.10400009,3.942931175,14.60400009,20.55667496,20.79400063,14.57297611,15.85717583,13.30599976,23.32600021,25.41542625,13.49385834,12.30975819,12.73027325,21.5739994,12.96749973,-0.495999992,-6.25,6.269180298
5/15/22 6:30,21.88199997,21.96800041,0,0,0,4.578750134,20.66708946,22.13199997,3.94537282,14.58600044,20.58914948,20.83399963,14.55344486,15.84008503,13.29399967,23.31399918,25.39833641,13.4792099,12.28534412,12.70335674,21.60000038,12.92687511,-0.493999988,-6.25,6.27494812
5/15/22 6:35,21.85199928,21.93799973,0,0,0,4.589687347,20.71471977,22.15999985,3.94537282,14.56000042,20.64111137,20.88999939,14.52902985,15.82299519,13.27999973,23.30200005,25.37636375,13.4621191,12.26825333,12.67387676,21.62199974,12.87812519,-0.495999992,-6.25,6.27494812
5/15/22 6:40,21.81800079,21.90800095,0,0,0,4.607500076,20.74935913,22.18799973,3.942931175,14.53800011,20.67358398,20.92399979,14.50217438,15.80102253,13.26599979,23.29199982,25.3543911,13.44258785,12.24872208,12.65465069,21.6439991,12.78874969,-0.495999992,-6.25,6.28360033
5/15/22 6:45,21.79199982,21.87999916,0,0,0,4.600312233,20.79265976,22.21800041,3.942931175,14.51599979,20.70606041,20.97999954,14.47776031,15.78149128,13.25199986,23.28199959,25.32753563,13.4230566,12.23163223,12.63286114,21.6760006,12.74812508,-0.493999988,-6.25,6.27494812
5/15/22 6:50,21.76199913,21.84600067,0,0,0,4.597499847,20.83379555,22.24200058,3.94537282,14.51000023,20.75369072,21.02599907,14.45090389,15.76440048,13.23200035,23.27199936,25.31044388,13.40108299,12.21454144,12.61747932,21.70000076,12.68312454,-0.495999992,-6.25,6.280716419
5/15/22 6:55,21.73200035,21.81800079,0,0,0,4.575000286,20.86626816,22.27000046,3.94537282,14.5,20.78616333,21.0720005,14.43137264,15.73998642,13.21399975,23.26600075,25.30067825,13.37911034,12.19501019,12.60466194,21.71800041,12.60187531,-0.495999992,-6.25,6.280716419
5/15/22 7:00,21.70199966,21.79199982,0,0,0,4.603750229,20.91173553,22.29800034,3.94537282,14.49400043,20.83379555,21.12999916,14.40939999,15.72777939,13.19799995,23.26399994,25.281147,13.35469627,12.17792034,12.58799934,21.75399971,12.58562565,-0.493999988,-6.25,6.269180298
5/15/22 7:05,21.67200089,21.76199913,0,0,0,4.587812424,20.95070457,22.32600021,3.942931175,14.4659996,20.86843491,21.17200089,14.38254356,15.70092297,13.17800045,23.25799942,25.25917435,13.32295704,12.14129829,12.55723763,21.77799988,12.50437546,-0.493999988,-6.25,6.280716419
5/15/22 7:10,21.64599991,21.73399925,0,0,0,4.599062443,20.98751068,22.35199928,3.94537282,14.43999958,20.91606522,21.21199989,14.3581295,15.68139172,13.15999985,23.25200081,25.2396431,13.29610157,12.12664986,12.52263069,21.80200005,12.48812485,-0.495999992,-6.25,6.280716419
